"LPAD(SKU,13,'0')"	"SKU"	"descr"	"Price"	"Type"
"0000000022643"	"022643"	"CHAIR EXEC 8234H PU/PVC"		
"0000000022644"	"022644"	"CHAIR EXEC 8234H PU/PVC"		
"0000000022645"	"022645"	"CHAIR EXEC 8234M PU/PVC"		
"0000000022646"	"022646"	"CHAIR EXEC 8234M PU/PVC"		
"0000000022647"	"022647"	"CHAIR EXEC 8234M PU/PVC"		
"0000000022648"	"022648"	"CHAIR EXEC 6005H PU/PVC"		
"0000000022649"	"022649"	"CHAIR EXEC 6005H PU/PVC"		
"0000000022650"	"022650"	"CHAIR EXEC 6005H PU/PVC"		
"0000000022651"	"022651"	"CHAIR EXEC 6005M PU/PVC"		
"0000000022652"	"022652"	"CHAIR EXEC 6005M PU/PVC"		
"0000000022653"	"022653"	"CHAIR EXEC 6005M PU/PVC"		
"0000000022654"	"022654"	"CHAIR VISITOR 6005G PU/PVC"		
"0000000022655"	"022655"	"CHAIR VISITOR 6005G PU/PVC"		
"0000000022656"	"022656"	"CHAIR VISITOR 6005G PU/PVC"		
"0000000022657"	"022657"	"CHAIR BAR/HIGH 5001 HARD PU"		
"0000000022658"	"022658"	"CHAIR BAR/HIGH  5009 PU"		
"0000000022659"	"022659"	"CHAIR BAR/HIGH  5079 PU BLK"		
"0000000022660"	"022660"	"CHAIR BAR/HIGH 5005 HARD PU"		
"0000000022661"	"022661"	"CHAIR SEC  C158A01 PL BLK"		
"0000000022662"	"022662"	"CHAIR SEC C158A01 PL"		
"0000000022663"	"022663"	"CHAIR SEC C158A01 PL"		
"0000000022664"	"022664"	"CHAIR SEC C158B01 PL"		
"0000000022665"	"022665"	"CHAIR SEC C158B01 PL"		
"0000000022666"	"022666"	"CHAIR SEC C158B01 PL"		
"0000000022667"	"022667"	"BROTHER TONER 348 CYN"		
"0000000022668"	"022668"	"BROTHER TONER 348 MAG"		
"0000000022669"	"022669"	"BROTHER TONER 348 YEL"		
"0000000022671"	"022671"	"TABLE WRITING  UP1026 GRY"		
"0000000022672"	"022672"	"FOLDER SLIDE MORO BLK LTR"		
"0000000022673"	"022673"	"FOLDER SLIDE MORO BLU LTR"		
"0000000022674"	"022674"	"FOLDER SLIDE MORO RED LTR"		
"0000000022675"	"022675"	"FOLDER SLIDE MORO GRN LTR"		
"0000000022676"	"022676"	"FOLDER SLIDE MORO YEL LTR"		
"0000000022677"	"022677"	"FOLDER SLIDE MORO PNK LTR"		
"0000000022678"	"022678"	"FOLDER SLIDE MORO VLT LTR"		
"0000000022679"	"022679"	"FOLDER SLIDE MORO BRO LTR"		
"0000000022680"	"022680"	"FOLDER SLIDE MORO ORG LTR"		
"0000000022681"	"022681"	"FOLDER SLIDE MORO BLK LGL"		
"0000000022682"	"022682"	"FOLDER SLIDE MORO BLU LGL"		
"0000000022683"	"022683"	"FOLDER SLIDE MORO RED LGL"		
"0000000022684"	"022684"	"FOLDER SLIDE MORO GRN LGL"		
"0000000022685"	"022685"	"FOLDER SLIDE MORO YEL LGL"		
"0000000022686"	"022686"	"FOLDER SLIDE MORO PNK LGL"		
"0000000022687"	"022687"	"FOLDER SLIDE MORO VLT LGL"		
"0000000022688"	"022688"	"FOLDER SLIDE MORO BRO LGL"		
"0000000022689"	"022689"	"FOLDER SLIDE MORO ORG LGL"		
"0000000022693"	"022693"	"TPLINK ROUTER WLESS WR840N"		
"0000000022694"	"022694"	"ENV EXP W/ELAST KFT LTR"		
"0000000022695"	"022695"	"ENV EXP W/ELAST KFT LGL"		
"0000000022696"	"022696"	"EPSON SCANNER DS860"		
"0000000022733"	"022733"	"FUJIXEROX DRUM CT351005"		
"0000000022796"	"022796"	"STYROBOARD 1X4X8 WHT"		
"0000000022797"	"022797"	"EPSON SCANNER DS520"		
"0000000022798"	"022798"	"BROTHER LABELLER TAPE DK11202"		
"0000000022799"	"022799"	"CANON INKCARTRIDGE RP108 COL"		
"0000000022800"	"022800"	"CANON PRINTHEAD PF04"		
"0000000022801"	"022801"	"PNY USB OTG 3.0 OU7 ATTACHED"		
"0000000022803"	"022803"	"HP USB 3.0 X750W 16GB"		
"0000000022804"	"022804"	"HP USB 3.0 X750W 32GB"		
"0000000022805"	"022805"	"HP USB 2.0 V285W 16GB"		
"0000000022806"	"022806"	"HP USB 2.0 V285W 32GB"		
"0000000022807"	"022807"	"EPSON PRINTER L385"		
"0000000022808"	"022808"	"EPSON PRINTER POS TMU220B 678"		
"0000000022810"	"022810"	"DELUX MOUSE WLS M105"		
"0000000022812"	"022812"	"CANON INKCARTRIDGE  MC16"		
"0000000022813"	"022813"	"CANON INKCARTRIDGE PFI8307MBLK"		
"0000000022814"	"022814"	"CANON INKCARTRIDGE PFI8307 BLK"		
"0000000022815"	"022815"	"CANON INKCARTRIDGE PFI8307 CYN"		
"0000000022816"	"022816"	"CANON INKCARTRIDGE PFI8307 MAG"		
"0000000022817"	"022817"	"CANON INKCARTRIDGE PFI8307 YEL"		
"0000000022818"	"022818"	"PHOTO PAPER 100GSM WHT A3"		
"0000000022819"	"022819"	"PHOTO PAPER 200GSM WHT A3"		
"0000000022820"	"022820"	"NB WRI CCODED PROMOPACK 10S"		
"0000000022821"	"022821"	"NB COMPO CCODED PROMOPACK 10S"		
"0000000022822"	"022822"	"NB SPI CCODED PROMOPACK 10S"		
"0000000022823"	"022823"	"NB YARN CCODED PROMOPACK 10S"		
"0000000022824"	"022824"	"NB WRI CCODED 80LVS 148X200MM"		
"0000000022825"	"022825"	"NB COMPO CCODED 80LVS 148X200M"		
"0000000022826"	"022826"	"NB SPI CCODED 80LVS 148X200MM"		
"0000000022827"	"022827"	"NB YARN CCODED 80LVS 148X200MM"		
"0000000022830"	"022830"	"TUMBLER DEFENDER2 ASSTD 500ML"		
"0000000022831"	"022831"	"TUMBLER SPACESHIP ASSTD 500ML"		
"0000000022832"	"022832"	"LUNCH KIT MY LITTLE PRINCES"		
"0000000022833"	"022833"	"LUNCH KIT PINK BUTTERFLY"		
"0000000022834"	"022834"	"LUNCH KIT CUTE OWL 5IN"		
"0000000022835"	"022835"	"LUNCH KIT COSMIC FIGHTER 5IN"		
"0000000022836"	"022836"	"LUNCH KIT DINO WORLD 5IN"		
"0000000022837"	"022837"	"LUNCH KIT ULTIMATE FORCE 5IN"		
"0000000022838"	"022838"	"LUNCH KIT CRAZY CAR 5IN"		
"0000000022839"	"022839"	"LUNCH KIT GALANTIC 5IN"		
"0000000022840"	"022840"	"NB WRI A+NEON W/PLASTC CCODED"		
"0000000022841"	"022841"	"NB COMPO A+NEON CCODEDW/PLASTC"		
"0000000022842"	"022842"	"NB SPI A+NEON CCODED W/PLASTC"		
"0000000022843"	"022843"	"NB SPI EMOTICON CCODED W/PLAST"		
"0000000022844"	"022844"	"NB YARN CCODED WPLASTC"		
"0000000022851"	"022851"	"NB SPI CLASSIC SPECIAL"		
"0000000022845"	"022845"	"NB WRI COLOURNOTES CCODED"		
"0000000022846"	"022846"	"NB WRI NEONPOP CCODED 80LVS"		
"0000000022852"	"022852"	"NB SPI CLASSIC ORIGINAL NOTES"		
"0000000022847"	"022847"	"NB COMPO COLOURNOTES CCODED"		
"0000000022848"	"022848"	"NB COMPO NEONPOP CCODED 80LVS"		
"0000000022849"	"022849"	"NB SPI COLOURNOTES CCODED 80LV"		
"0000000022850"	"022850"	"NB SPI NEONPOP CCODED 80LVS"		
"0000000022853"	"022853"	"NB BINDER DYNAMIC 10DIV 80LVS"		
"0000000022854"	"022854"	"CASH REG ROLL 44X67MM 1PLY"		
"0000000022855"	"022855"	"CASH REG ROLL 57X67MM 1PL"		
"0000000022856"	"022856"	"CASH REG ROLL 76X67MM"		
"0000000022999"	"022999"	"LOGITECH MOUSE WLS M221 GRY"		
"0000000023000"	"023000"	"LOGITECH MOUSE WLS M221 BLU"		
"0000000023001"	"023001"	"LOGITECH MOUSE WLS M221 RED"		
"0000000023002"	"023002"	"HP PRINTER M176"		
"0000000023003"	"023003"	"CANON PRINTER LBP6030"		
"0000000023004"	"023004"	"ENV AXF006A5 STRIPES MULTICOL"		
"0000000023005"	"023005"	"ENV AXF006B6 STRIPES"		
"0000000023006"	"023006"	"ENV AXF006B4 STRIPES 16X11IN"		
"0000000023007"	"023007"	"ENV AXF008B6 GLOSTRIPE ASSTD"		
"0000000023008"	"023008"	"ENV AXF008A5 GLOSTRP"		
"0000000023009"	"023009"	"ENV AXF008A4 GLOSTRIPE"		
"0000000023010"	"023010"	"ENV AXF008B4 GLOSTRIPE 16X11IN"		
"0000000023011"	"023011"	"ENV AXPE008B6 ASSTD"		
"0000000023012"	"023012"	"ENV AXPE008B5 ASSTD"		
"0000000023013"	"023013"	"ENV AXPE008A4 ASSTD 13X10IN"		
"0000000023014"	"023014"	"ENV AXPE009B6 ASSTD 7.5X6IN"		
"0000000023015"	"023015"	"ENV AXPE009B5 ASSTD"		
"0000000023016"	"023016"	"ENV AXPE009A4 ASSTD 13X10IN"		
"0000000023018"	"023018"	"ENV AX046 CLR ASSTD 13.25X10IN"		
"0000000023019"	"023019"	"ENV AX045 CLR ASSTD 16X11.75IN"		
"0000000023020"	"023020"	"ENV AX052 MESH ASSTD 11.5X9.25"		
"0000000023021"	"023021"	"ENV AX050 MESH ASSTD 16X11.75I"		
"0000000023022"	"023022"	"ENV AXPE001A4 ASSTD 13.5X10IN"		
"0000000023023"	"023023"	"ENV AXPE001B4 ASSTD 16X11IN"		
"0000000023024"	"023024"	"ENV AXPE002B6 ASSTD 7.5X6IN"		
"0000000023025"	"023025"	"ENV AXPE002B5 ASSTD 11X8.5IN"		
"0000000023026"	"023026"	"ENV AXPE002B4 ASSTD 16X11IN"		
"0000000023027"	"023027"	"ENV AXPE003A5 ASSTD 9.5X4IN"		
"0000000023028"	"023028"	"ENV AXPE17BILL 9X4IN"		
"0000000023029"	"023029"	"ENV AXPE17B5 11X8IN"		
"0000000023030"	"023030"	"ENV AXPE17A4 13.5X9IN"		
"0000000023031"	"023031"	"ENV AXPEH001 W/HANDLE CLR LGL"		
"0000000023032"	"023032"	"ENV AXPEH002 W/HANDLE ASSTDLGL"		
"0000000023038"	"023038"	"CANON PRINTHEAD PF05"		
"0000000023050"	"023050"	"CANON PRINTER E470"		
"0000000023063"	"023063"	"EPSON INKBOTTLE T664193 BLK"		
"0000000023064"	"023064"	"GRADE1 PAD W/PLASTIC 2X80LVS"		
"0000000023065"	"023065"	"GRADE2 PAD W/PLASTIC 2X80LVS"		
"0000000023066"	"023066"	"GRADE3 PAD W/PLASTIC 2X80LVS"		
"0000000023067"	"023067"	"GRADE4 PAD W/PLASTIC 2X80LVS"		
"0000000023068"	"023068"	"1/2 CROSSWISE PAD W/PLASTC"		
"0000000023069"	"023069"	"1/2 LENGHTWISE PAD W/PLSTC"		
"0000000023070"	"023070"	"1/4 QUIZ PAD W/PLASTIC 2X80LVS"		
"0000000023071"	"023071"	"INTERMEDIATE PAD W/PLASTC"		
"0000000023072"	"023072"	"YELLOW PAD 80LVS W/PLASTC"		
"0000000023073"	"023073"	"QUIZ PAD SET 4X80LVS W/PLASTC"		
"0000000023074"	"023074"	"POST SCREW ALUMINUM 4IN 100S"		
"0000000023076"	"023076"	"SAFE A125 KEY COMBINATION"		
"0000000023078"	"023078"	"BROTHER SCANNER ADS2800DW"		
"0000000023080"	"023080"	"PARTS 53C GEAR A"		
"0000000023081"	"023081"	"PARTS GEAR B"		
"0000000023092"	"023092"	"PARTS PS-12CS LOWER STRIPPE"		
"0000000023093"	"023093"	"PARTS PS-12CS UPPER STRIPPE"		
"0000000023094"	"023094"	"PARTS PS-12CS BUSHING HOLDE"		
"0000000023095"	"023095"	"PARTS PS-12CS BUSHING"		
"0000000023096"	"023096"	"FOLDER SLIDE CLEAR RED LTR"		
"0000000023097"	"023097"	"FOLDER SLIDE CLEAR BLU LTR"		
"0000000023098"	"023098"	"FOLDER SLIDE CLEAR GRN LTR"		
"0000000023099"	"023099"	"FOLDER SLIDE CLEAR YEL LTR"		
"0000000023100"	"023100"	"FOLDER SLIDE CLEAR RED LGL"		
"0000000023101"	"023101"	"FOLDER SLIDE CLEAR BLU LGL"		
"0000000023102"	"023102"	"FOLDER SLIDE CLEAR GRN LGL"		
"0000000023103"	"023103"	"FOLDER SLIDE CLEAR YEL LGL"		
"0000000023104"	"023104"	"FOLDER WHT LTR 5+1"		
"0000000023105"	"023105"	"FOLDER WHT LGL 5+1"		
"0000000023106"	"023106"	"EPSON PRINTER L485"		
"0000000023107"	"023107"	"EPSON PRINTER L1455"		
"0000000023108"	"023108"	"BROTHER WASTE TONER WT300CL"		
"0000000023109"	"023109"	"HP PRINTER M436N LMF"		
"0000000023110"	"023110"	"ERASER HFYZ1313 HI QUALITY"		
"0000000023111"	"023111"	"ERASER TIS CS5958 MAGIC CLEAN"		
"0000000023112"	"023112"	"SHARPENER SMILEY TISZLX3006"		
"0000000023113"	"023113"	"BALLPEN HELLO GEEKS TIS SB7"		
"0000000023114"	"023114"	"RULER SMILE MDT0035 30CM"		
"0000000023115"	"023115"	"PAPER WATERCOLOR 09010 IVO/WHT"		
"0000000023116"	"023116"	"PAPER WATERCOLOR 12010 IVO/WHT"		
"0000000023117"	"023117"	"PAPER WATERCOLOR 18010 IVO/WHT"		
"0000000023130"	"023130"	"SHARPENER OS 28HO 2HOLE"		
"0000000023131"	"023131"	"SHARPENER OS 28H1 2HOLE"		
"0000000023132"	"023132"	"GLUE CLR 50CC A80088 CLR 50CC"		
"0000000023133"	"023133"	"POPSICLE STICK NATURAL 50S"		
"0000000023134"	"023134"	"POPSICLE STICK COLOR 50S"		
"0000000023135"	"023135"	"DISPENSER PACKING TAPE #84"		
"0000000023136"	"023136"	"RULER TRIANGLE 2025 25CM"		
"0000000023137"	"023137"	"RULER TRIANGLE 2030 30CM 2SET"		
"0000000023138"	"023138"	"RULER TRIANGLE 2040 40CM 2SET"		
"0000000023139"	"023139"	"CLIPBOARD/WHITEBOARD A5"		
"0000000023140"	"023140"	"CLIPBOARD/WHITEBOARD A4"		
"0000000023141"	"023141"	"CLIPBOARD/WHITEBOARD FC"		
"0000000023146"	"023146"	"CHAIR TASK 8014 MESH"		
"0000000023147"	"023147"	"CHAIR TASK 8014 MESH"		
"0000000023148"	"023148"	"CHAIR TASK SK1031 FABRIC"		
"0000000023149"	"023149"	"RINGBINDER SPINE WHT 12MM 1/2"		
"0000000023150"	"023150"	"TAPE SEALER PFS8P WHT"		
"0000000023151"	"023151"	"TRANSCEND USB 3.0 JF790 8GB"		
"0000000023154"	"023154"	"BROTHER LABELLER TAPE TZE611"		
"0000000023155"	"023155"	"HP TONER 56A CF256A BLK"		
"0000000023156"	"023156"	"CASIO CALC PRINTING  HR100RC"		
"0000000023160"	"023160"	"EPSON SCANNER DS1630"		
"0000000023161"	"023161"	"CRAYON REGULAR 8COL"		
"0000000023162"	"023162"	"CRAYON REGULAR 16COL"		
"0000000023163"	"023163"	"CRAYON REGULAR 24COL"		
"0000000023164"	"023164"	"MAGFILE FOLDABLE BLK LTR VERT"		
"0000000023165"	"023165"	"MAGFILE FOLDABLE BLU LTR VERT"		
"0000000023166"	"023166"	"MAGFILE FOLDABLE GRN LTR VERT"		
"0000000023167"	"023167"	"MAGFILE FOLDABLE RED LTR VERT"		
"0000000023168"	"023168"	"MAGFILE FOLDABLE FLBLU LTRVERT"		
"0000000023169"	"023169"	"MAGFILE FOLDABLE FLGRN LTRVERT"		
"0000000023170"	"023170"	"MAGFILE FOLDABLE FLORG LTRVERT"		
"0000000023171"	"023171"	"PROLINK PRESENTER PWP103G"		
"0000000023173"	"023173"	"HP PRINTER M12A"		
"0000000023174"	"023174"	"HP PRINTER M102W"		
"0000000000001"	"1"	"NB SPI 05200 1SUBJ 100SHT"		
"0000000000011"	"11"	"1/2 LENGTHWISE PAD"		
"0000000000008"	"8"	"1/2 LENGTHWISE PAD 50LVS"		
"0000000000012"	"12"	"1/4 QUIZ PAD"		
"0000000000007"	"7"	"1/2 LENGTHWISE PAD"		
"0000000000004"	"4"	"1/2 CROSSWISE PAD 50LVS"		
"0000000000002"	"2"	"NB SPI 06380 1SUB 100SHT"		
"0000000000006"	"6"	"1/2 CROSSWISE PAD BOOK 90LVS"		
"0000000000009"	"9"	"1/2 LENGTHWISE  BOOK PAD"		
"0000000000005"	"5"	"1/2 CROSSWISE PAD BOOK 80LVS"		
"0000000000022"	"22"	"NB SPI 06254 3SUB 138SHT 9.5X6"		
"0000000000018"	"18"	"NB SPI 06180 81 2SUBJ 100SHT"		
"0000000000021"	"21"	"TAPE 2SIDED FOAM 18MMX1M GRN"		
"0000000000020"	"20"	"TAPE 2SIDED TISSUE"		
"0000000000037"	"37"	"ADDRESS BOOK 262 C-TYPE"		
"0000000000033"	"33"	"ADRITE ADDING MACHINE RIBBON"		
"0000000000038"	"38"	"ADDRESS BOOK 400"		
"0000000000046"	"46"	"ADDRESS BOOK SPIRALAT201B"		
"0000000000052"	"52"	"ADDRESS PHONE BOOK AT207A SPIR"		
"0000000000056"	"56"	"ENV AIRMAIL#6 3/4 PG 20S"		
"0000000000074"	"74"	"GLUE W/ APPLICATOR 40ML"		
"0000000000073"	"73"	"GLUE W/ APPLICATOR"		
"0000000000076"	"76"	"GLUE ALL PURPOSE E375PH"		
"0000000000075"	"75"	"GLUE ALL PURPOSE E372PH"		
"0000000000080"	"80"	"FOIL ALUMINUM ROLL GLD 1M"		
"0000000000079"	"79"	"GLUE GEL ALL PURPOSE ASSTD37ML"		
"0000000000083"	"83"	"FOIL ALUMINUM ROLL SIL 1M"		
"0000000000086"	"86"	"ENV HANXIUCAO ASSTD 20S"		
"0000000000093"	"93"	"ARCHFILE 3IN 9300B GRN A4"		
"0000000000096"	"96"	"ARCHFILE 3IN 9301B BLK LGL"		
"0000000000092"	"92"	"ARCHFILE 3IN 9300B BLK A4"		
"0000000000097"	"97"	"ARCHFILE 3IN 9301B BLU LGL"		
"0000000000095"	"95"	"ARCHFILE 3IN 9300B RED A4"		
"0000000000091"	"91"	"ARCHFILE 3IN 9300B BLK A4"		
"0000000000102"	"102"	"ART PAPER ASSTD 20S 8.5X11IN"		
"0000000000099"	"99"	"ARCHFILE 3IN 9301B GRY LGL"		
"0000000000100"	"100"	"ARCHFILE 3IN 9301B BLK LGL"		
"0000000000098"	"98"	"ARCHFILE 3IN 9301B GRN LGL"		
"0000000000105"	"105"	"SONY AUDIO TAPE EF60"		
"0000000000108"	"108"	"BACK PACK KS10111"		
"0000000000132"	"132"	"BALLPEN CRYSTAL"		
"0000000000133"	"133"	"BALLPEN CRYSTAL ASSTD 3S"		
"0000000000131"	"131"	"BALLPEN CRYSTAL BLK 3S"		
"0000000000136"	"136"	"BALLPEN CRYSTAL BLU"		
"0000000000134"	"134"	"BALLPEN CRYSTAL BLK"		
"0000000000144"	"144"	"BALLPEN RADIANT FINE #248"		
"0000000000143"	"143"	"BALLPEN #045"		
"0000000000142"	"142"	"BALLPEN #045"		
"0000000000138"	"138"	"BALLPEN CRYSTAL RED"		
"0000000000148"	"148"	"BALLPEN 777 RETRACTABLE"		
"0000000000154"	"154"	"BALLPEN BC-RN"		
"0000000000156"	"156"	"BALLPEN BPS BLU FINE"		
"0000000000151"	"151"	"BALLPEN BA45 BLU 3S"		
"0000000000158"	"158"	"BALLPEN BPS RED FINE"		
"0000000000152"	"152"	"BALLPEN BC-RN"		
"0000000000153"	"153"	"BALLPEN BC-RN"		
"0000000000150"	"150"	"BALLPEN BA45 BLK 3S"		
"0000000000157"	"157"	"BALLPEN BPS GRN FINE"		
"0000000000155"	"155"	"BALLPEN BPS BLK FINE"		
"0000000000169"	"169"	"BALLPEN BPS REFILL RFJGPF BLK"		
"0000000000170"	"170"	"BALLPEN REFILL"		
"0000000000164"	"164"	"BALLPEN CX606/CX-9"		
"0000000000171"	"171"	"BALLPEN REFILL CROSS"		
"0000000000176"	"176"	"BALLPEN REFILL FINE POINT"		
"0000000000175"	"175"	"BALLPEN REFILL"		
"0000000000174"	"174"	"BALLPEN REFILL SA7C"		
"0000000000179"	"179"	"BALLPEN SCENTED"		
"0000000000177"	"177"	"BALLPEN REFILL MED POINT BLK"		
"0000000000173"	"173"	"BALLPEN REFILL SA7C"		
"0000000000172"	"172"	"BALLPEN REFILL CROSS"		
"0000000000178"	"178"	"BALLPEN REFILL MED POINT BLU"		
"0000000000189"	"189"	"BALLPEN RETRACT 816"		
"0000000000181"	"181"	"SIGNPEN WBOX BLK"		
"0000000000196"	"196"	"BALLPEN RETRACT SN101 BLK"		
"0000000000193"	"193"	"BALLPEN RETRACTABLE K200"		
"0000000000198"	"198"	"BALLPEN RETRACT UKNOCK"		
"0000000000199"	"199"	"BALLPEN RETRACT UKNOCK"		
"0000000000197"	"197"	"BALLPEN RETRACT SN101 BLU"		
"0000000000195"	"195"	"BALLPEN POOHJB RETRACTABLE"		
"0000000000202"	"202"	"BALLPEN MICKEY STICK"		
"0000000000204"	"204"	"BALLPEN POOH BEAUTY"		
"0000000000201"	"201"	"BALLPEN UKNOCK RETATRACTABLE"		
"0000000000212"	"212"	"ENV BARONIAL#7 1/2 RFWHT"		
"0000000000213"	"213"	"ENV BARONIAL#8 3/4 WHT 10S"		
"0000000000210"	"210"	"ENV BARONIAL#3 WHT 10S"		
"0000000000214"	"214"	"ENV BARONIAL#7 WHT 10S"		
"0000000000221"	"221"	"ENV BARONIAL#7 1/2 WHT 10S"		
"0000000000219"	"219"	"ENV BARONIAL LAID#71/2 WHT 10S"		
"0000000000230"	"230"	"BATTERY E91/BP2 AA 2PCK"		
"0000000000233"	"233"	"BATTERY LR03 E92/BP4 4PCK"		
"0000000000232"	"232"	"BATTERY E92/BP2 AAA 2PCK"		
"0000000000231"	"231"	"BATTERY E91/BP4 AA 4PCK"		
"0000000000249"	"249"	"BINDER CLIP #BC202"		
"0000000000248"	"248"	"BINDER CLIP #BC202"		
"0000000000260"	"260"	"BINDER COVER 300G MORROCAN"		
"0000000000256"	"256"	"BINDER CLIP SA20P 12PCK"		
"0000000000259"	"259"	"BINDER COVER 300G MORROCAN"		
"0000000000261"	"261"	"BINDER COVER 300G MORROCAN"		
"0000000000254"	"254"	"CLIPPER REFILL MCR-01"		
"0000000000281"	"281"	"ERASER BLACKBOARD 2015/SBME"		
"0000000000323"	"323"	"BOARD C-GRAIN"		
"0000000000324"	"324"	"BOARD CRYOGEN 240GSM LTR 5S"		
"0000000000337"	"337"	"BOARD ICELAND 230G PLAT LTR10S"		
"0000000000334"	"334"	"BOARD ICELAND 230G AQUA LTR10S"		
"0000000000338"	"338"	"BOARD ICELAND 230G WHT LTR10S"		
"0000000000336"	"336"	"BOARD ICELAND 230G MELON LTR"		
"0000000000364"	"364"	"BOARD CURIOUS METALC 240GSM"		
"0000000000367"	"367"	"BOARD POLARIS 230G"		
"0000000000415"	"415"	"BOARD POPSET METALC 240GSM MVE"		
"0000000000417"	"417"	"BOARD POPSET METALC240GSM VPRL"		
"0000000000414"	"414"	"BOARD POPSET METALC 240GSM GRN"		
"0000000000431"	"431"	"BOOKEND 9353S ASSTD"		
"0000000000435"	"435"	"BOOKSHELF UP5602"		
"0000000000437"	"437"	"BOOKSHELF UP5602"		
"0000000000433"	"433"	"BOOKEND 9353M ASSTD"		
"0000000000448"	"448"	"BUBBLEMAILER R#0 GKFT 6X10IN"		
"0000000000447"	"447"	"BUBBLE WRAP ROL 1MX1M"		
"0000000000446"	"446"	"ACRYLIC BROCHURE HOLDER"		
"0000000000451"	"451"	"BUBBLEMAILER R#5 GKFT 10.5X16"		
"0000000000449"	"449"	"BUBBLEMAILER R#2 GKFT 8.5X12IN"		
"0000000000450"	"450"	"BUBBLEMAILER R#4 GKFT 9.5X14.5"		
"0000000000452"	"452"	"BUBBLEMAILER R#6 GKFT 12.5X19"		
"0000000000455"	"455"	"LEVER BUNDY CLOCK AD4920"		
"0000000000454"	"454"	"CLIP BULLDOG COXBC60 4PCK"		
"0000000000476"	"476"	"CABINET SDD UP3031"		
"0000000000473"	"473"	"CABINET ND UP3021"		
"0000000000474"	"474"	"CABINET ND UP3021"		
"0000000000491"	"491"	"CASIO CALC STANDARD D20L"		
"0000000000489"	"489"	"CABLE ORGANIZER WT10"		
"0000000000503"	"503"	"SHARP CALC STANDARD EL242M"		
"0000000000517"	"517"	"AURORA CALC HANDHELD HC115"		
"0000000000524"	"524"	"CASIO CALC HANDHELD HL4W"		
"0000000000523"	"523"	"CASIO CALC HANDHELD HL100LB"		
"0000000000528"	"528"	"CASIO CALC HANDHELD LC160LV"		
"0000000000526"	"526"	"CASIO CALC HANDHELD HL820LV"		
"0000000000529"	"529"	"CASIO CALC HANDHELD LC401LV"		
"0000000000557"	"557"	"CASIO CALC STANDARD WM200TS"		
"0000000000558"	"558"	"SHARP CALC HANDHELD EL243S"		
"0000000000563"	"563"	"CANISTER"		
"0000000000560"	"560"	"CARD CASE CALLING PLASTIC"		
"0000000000566"	"566"	"CANVAS BOARD"		
"0000000000574"	"574"	"CARBON PAPER FILM BLU LGL100BX"		
"0000000000575"	"575"	"CARBON PAPER FILM BLU LTR100BX"		
"0000000000581"	"581"	"CARBON PAPER FILM BLU LGL100B"		
"0000000000579"	"579"	"CARBON PAPER767 NON SMUDGE LGL"		
"0000000000577"	"577"	"CARBON PAPER764 BLK LTR 100BX"		
"0000000000576"	"576"	"CARBON PAPER764 BLK LGL 100BX"		
"0000000000582"	"582"	"CARBON PAPER FILM BLU LTR 100B"		
"0000000000594"	"594"	"JACKET REPORTCARD PLASTIC #5"		
"0000000000605"	"605"	"CARD HOLDER 818S 400CAP"		
"0000000000603"	"603"	"CARD HOLDER 818L 800CAP"		
"0000000000604"	"604"	"CARD HOLDER 818M 600CAP"		
"0000000000627"	"627"	"CARTOLINA LOCAL 74GSM"		
"0000000000625"	"625"	"CARRY BOX"		
"0000000000630"	"630"	"CARTOLINA COL 74GSM"		
"0000000000637"	"637"	"FILE DIVIDER WHT LTR 5S"		
"0000000000633"	"633"	"CARTOLINA  IMPORTED (190G)"		
"0000000000629"	"629"	"CARTOLINA BLK 4PLY 23X28.5IN"		
"0000000000635"	"635"	"FILE DIVIDER WHT LGL 5S"		
"0000000000631"	"631"	"CARTOLINA COL NEON 74GSM"		
"0000000000632"	"632"	"CARTOLINA NRED 23X28.5IN"		
"0000000000628"	"628"	"CARTOLINA LOCAL 74GSM"		
"0000000000634"	"634"	"FILE DIVIDER WHT LGL 5S"		
"0000000000644"	"644"	"CARTOLINA LOCAL WHT 23X28.5IN"		
"0000000000652"	"652"	"CASH REG ROLL 1PLY 76X67MM"		
"0000000000657"	"657"	"CASH REG ROLL CBL 2PLY 57X74MM"		
"0000000000650"	"650"	"CASH REG ROLL 1PLY 57X67MM"		
"0000000000649"	"649"	"CASH REG ROLL 1PLY 44X67MM"		
"0000000000651"	"651"	"CASH REG ROLL 1PLY 57X70MM"		
"0000000000664"	"664"	"CASHBOX 8878 M"		
"0000000000665"	"665"	"CASHBOX 8878 S"		
"0000000000667"	"667"	"ENV CATALOG 76082 GKFT 4S"		
"0000000000660"	"660"	"FORM CASH VOUCHER 5X8BOND"		
"0000000000662"	"662"	"CASHBOX 8868 L"		
"0000000000663"	"663"	"CASHBOX 8878 L"		
"0000000000666"	"666"	"ENV CATALOG 76080 GKFT 5S 9X12"		
"0000000000668"	"668"	"ENV CATALOG 150LBS GKFT 10X15"		
"0000000000671"	"671"	"ENV CATALOG GKFT 10S 6X9IN"		
"0000000000670"	"670"	"ENV CATALOG GKFT 150LBS 10S"		
"0000000000676"	"676"	"CD CABINET CD101I"		
"0000000000689"	"689"	"LABEL CD WHT 12CM 20S"		
"0000000000693"	"693"	"LABEL CD  J8567"		
"0000000000690"	"690"	"LABEL CD C2243 WHT A4 10S"		
